episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish
79,1,-3.2700,-5.0130,0.533,360,932,0.676,30,0.00,1917,1473.47,0,0
80,1,-5.4956,-4.9964,0.364,286,768,0.673,30,0.00,1946,1172.39,0,0
81,1,-3.7578,-4.9626,0.353,227,571,0.670,20,0.00,1969,936.00,0,0
82,1,-10.1189,-5.0365,0.329,517,1308,0.666,40,0.00,2021,1928.57,0,0
83,1,2.1006,-4.8746,0.382,473,1247,0.663,40,0.00,2069,1957.41,0,0
84,1,-1.5005,-4.7891,0.278,155,454,0.660,20,0.00,2085,673.46,0,0
85,1,-6.8032,-4.8326,0.345,445,1188,0.656,40,0.00,2130,1873.91,0,0
86,1,-7.8078,-4.8266,0.307,686,1684,0.653,45,0.00,2199,2839.77,0,0
87,1,-6.2992,-4.8625,0.331,83,204,0.650,10,0.00,2208,324.11,0,0
88,1,-4.6562,-4.8683,0.295,159,419,0.647,15,0.00,2224,631.51,0,0
89,1,-5.9704,-4.8618,0.360,475,1192,0.643,35,0.00,2272,1893.02,0,0
90,1,-4.0193,-4.8263,0.297,163,412,0.640,15,0.00,2289,650.05,0,0
91,1,0.2891,-4.7551,0.363,429,1137,0.637,35,0.00,2332,1773.72,0,0
92,1,-6.0374,-4.8011,0.353,316,913,0.634,30,0.00,2364,1220.11,0,0
93,1,-6.0402,-4.8248,0.292,466,1225,0.631,40,0.00,2411,1807.73,0,0
94,1,-3.0603,-4.8001,0.349,326,867,0.627,30,0.00,2444,1296.23,0,0
95,1,-2.2426,-4.8318,0.288,160,431,0.624,20,0.00,2460,667.14,0,0
96,1,-6.5877,-4.8638,0.375,143,359,0.621,15,0.00,2475,554.13,0,0
97,1,-2.4724,-4.7991,0.325,317,849,0.618,30,0.00,2507,1374.04,0,0
98,1,-7.7233,-4.8532,0.350,390,1024,0.615,35,0.00,2546,1564.62,0,0
99,1,0.1999,-4.7623,0.428,262,726,0.612,25,0.00,2573,1119.38,0,0
100,1,-5.9642,-4.6988,0.370,290,737,0.609,25,0.00,2602,1178.92,0,0
101,1,-5.8135,-4.7571,0.375,245,608,0.606,25,0.00,2627,1045.58,0,0
102,1,-6.6059,-4.7697,0.274,316,862,0.603,30,0.00,2659,1166.28,0,0
103,1,-5.5214,-4.8388,0.442,124,318,0.600,15,0.00,2672,507.11,0,0
104,1,-8.6053,-4.9018,0.361,425,1068,0.597,35,0.00,2715,1740.33,0,0
105,1,-4.2004,-4.9428,0.306,206,509,0.594,20,0.00,2736,885.96,0,0
106,1,-5.4279,-4.9535,0.253,542,1387,0.591,40,0.00,2791,2095.71,0,0
107,1,-4.0356,-4.8925,0.404,190,478,0.588,20,0.00,2810,744.79,0,0
108,1,-3.0972,-4.8787,0.349,484,1243,0.585,40,0.00,2859,1982.87,0,0
109,1,0.0181,-4.7857,0.320,310,836,0.582,30,0.00,2890,1277.34,0,0
110,1,-2.8601,-4.7168,0.266,202,557,0.579,20,0.00,2911,823.21,0,0
111,1,-0.6697,-4.6166,0.257,279,782,0.576,30,0.00,2939,1148.32,0,0
112,1,-5.7929,-4.6377,0.312,832,2156,0.573,55,0.00,3023,3146.28,0,0
113,1,-6.1976,-4.5998,0.279,76,187,0.570,10,0.00,3031,295.52,0,0
114,1,-0.2642,-4.5169,0.277,365,952,0.568,30,0.00,3068,1594.51,0,0
115,1,-2.2842,-4.4992,0.280,305,832,0.565,30,0.00,3099,1375.28,0,0
116,1,-0.8252,-4.5056,0.331,445,1125,0.562,35,0.00,3144,1874.26,0,0
117,1,-1.1120,-4.3744,0.335,562,1416,0.559,40,0.00,3201,2378.56,0,0
118,1,-2.8583,-4.3475,0.311,563,1387,0.556,40,0.00,3258,2300.03,0,0
119,1,-3.2227,-4.3434,0.272,188,465,0.554,20,0.00,3277,786.59,0,0
120,1,-2.8374,-4.3132,0.311,457,1122,0.551,35,0.00,3323,1910.76,0,0
121,1,-2.4444,-4.2456,0.297,314,801,0.548,30,0.00,3355,1321.72,0,0
122,1,-3.9292,-4.2255,0.321,451,1144,0.545,35,0.00,3401,1764.21,0,0
123,1,-3.3204,-4.0719,0.330,517,1306,0.543,40,0.00,3453,2114.19,0,0
124,1,0.5891,-3.9404,0.252,304,782,0.540,30,0.00,3484,1350.31,0,0
125,1,-3.0954,-3.9224,0.249,282,708,0.537,25,0.00,3513,1246.12,0,0
126,1,-1.3881,-3.8544,0.257,350,929,0.534,30,0.00,3548,1455.68,0,0
127,1,0.5052,-3.7443,0.305,591,1476,0.532,40,0.00,3608,2513.38,0,0
128,1,-2.8465,-3.7076,0.354,406,1001,0.529,35,0.00,3649,1832.94,0,0
129,1,3.8907,-3.5644,0.307,489,1224,0.526,40,0.00,3698,2130.10,0,0
130,1,-5.9211,-3.5729,0.457,85,211,0.524,10,0.00,3707,339.04,0,0
131,1,-4.1527,-3.5808,0.336,335,818,0.521,30,0.00,3741,1494.68,0,0
132,1,0.2334,-3.3738,0.362,292,735,0.519,25,0.00,3771,1365.80,0,0
133,1,-6.6438,-3.5486,0.337,350,939,0.516,30,0.00,3806,1403.30,0,0
134,1,-5.2381,-3.6234,0.373,692,1816,0.513,50,0.00,3876,2614.72,0,0
135,1,-0.9874,-3.5071,0.308,522,1312,0.511,40,0.00,3929,2063.76,0,0
136,1,4.4723,-3.2615,0.288,401,1027,0.508,35,0.00,3970,1626.49,0,0
137,1,-7.5438,-3.2864,0.394,390,1007,0.506,35,0.00,4009,1602.17,0,0
138,1,-4.8756,-3.2908,0.342,350,901,0.503,30,0.00,4044,1485.06,0,0
139,1,-6.9347,-3.3100,0.378,407,1016,0.501,35,0.00,4085,1648.12,0,0
140,1,-4.5309,-3.3203,0.347,527,1355,0.498,40,0.00,4138,2102.21,0,0
141,1,-2.1234,-3.3685,0.361,497,1244,0.496,40,0.00,4188,2102.88,0,0
142,1,-0.7285,-3.2623,0.257,451,1145,0.493,35,0.00,4234,1851.20,0,0
143,1,0.3163,-3.1352,0.355,903,2326,0.491,55,0.00,4325,3666.80,0,0
144,1,-2.3447,-3.1209,0.303,468,1154,0.488,35,0.00,4372,1894.92,0,0
145,1,1.8845,-3.0384,0.304,537,1336,0.486,40,0.00,4426,2142.15,0,0
146,1,0.4205,-2.8982,0.322,488,1212,0.483,35,0.00,4475,2054.19,0,0
147,1,1.1551,-2.8257,0.304,462,1170,0.481,35,0.00,4522,1993.89,0,0
148,1,-2.6323,-2.7238,0.315,600,1662,0.479,45,0.00,4582,2435.89,0,0
149,1,-0.1403,-2.7306,0.308,483,1260,0.476,40,0.00,4631,1914.61,0,0
150,1,-4.3113,-2.6976,0.217,174,436,0.474,20,0.00,4649,769.06,0,0
151,1,5.3815,-2.4737,0.277,628,1675,0.471,45,0.00,4712,2694.31,0,0
152,1,-3.9416,-2.4204,0.253,197,484,0.469,20,0.00,4732,851.98,0,0
153,1,2.5915,-2.2581,0.312,533,1342,0.467,40,0.00,4786,2214.01,0,0
154,1,-3.5212,-2.1565,0.324,481,1225,0.464,40,0.00,4835,1921.19,0,0
155,1,-1.6325,-2.1051,0.304,795,2031,0.462,50,0.00,4915,3065.38,0,0
156,1,-3.7271,-2.0711,0.248,141,372,0.460,15,0.00,4930,561.28,0,0
157,1,-3.6549,-2.0635,0.320,166,415,0.458,15,0.00,4947,685.57,0,0
158,1,1.1957,-1.9776,0.310,457,1136,0.455,35,0.00,4993,1868.13,0,0
159,1,2.5464,-1.9270,0.293,531,1308,0.453,40,0.00,5047,2254.97,0,0
160,1,-3.6811,-1.9435,0.256,120,324,0.451,15,0.00,5059,509.29,0,0
161,1,-5.0849,-2.0318,0.417,200,500,0.448,20,0.00,5079,799.83,0,0
162,1,-0.7981,-1.9319,0.336,363,948,0.446,30,0.00,5116,1549.10,0,0
163,1,-4.7817,-1.9035,0.272,345,922,0.444,30,0.00,5151,1439.26,0,0
164,1,-3.6868,-1.9720,0.346,402,1035,0.442,35,0.00,5192,1710.72,0,0
165,1,-1.8925,-1.9642,0.320,564,1424,0.440,40,0.00,5249,2425.32,0,0
166,1,-0.1489,-1.9506,0.372,563,1399,0.437,40,0.00,5306,2387.34,0,0
167,1,2.8778,-1.8708,0.300,599,1638,0.435,45,0.00,5366,2311.20,0,0
168,1,-2.7581,-1.8688,0.320,485,1221,0.433,35,0.00,5415,1961.71,0,0
169,1,-3.0566,-1.8655,0.321,257,646,0.431,25,0.00,5441,1044.77,0,0
170,1,4.5752,-1.7173,0.285,639,1694,0.429,45,0.00,5505,2449.59,0,0
171,1,4.8815,-1.5707,0.228,383,988,0.427,35,0.00,5544,1669.79,0,0
172,1,2.1785,-1.4486,0.295,316,844,0.424,30,0.00,5576,1288.97,0,0
173,1,2.9937,-1.3223,0.288,642,1701,0.422,45,0.00,5641,2689.65,0,0
174,1,2.4495,-1.2851,0.288,717,1806,0.420,50,0.00,5713,2805.92,0,0
175,1,6.0126,-1.1029,0.309,550,1480,0.418,45,0.00,5768,2305.12,0,0
176,1,-4.8317,-1.1718,0.361,286,766,0.416,25,0.00,5797,1102.74,0,0
177,1,-5.0550,-1.2830,0.315,177,433,0.414,20,0.00,5815,711.40,0,0
178,1,0.4599,-1.2169,0.325,899,2313,0.412,55,0.00,5905,3397.23,0,0
179,1,5.1131,-1.1924,0.324,505,1403,0.410,40,0.00,5956,1981.26,0,0
180,1,0.9375,-1.0553,0.378,643,1856,0.408,50,0.00,6021,2518.50,0,0
181,1,3.3767,-0.9047,0.346,761,1991,0.406,50,0.00,6098,3038.06,0,0
182,1,3.3881,-0.8416,0.305,504,1314,0.404,40,0.00,6149,2047.59,0,0
183,1,7.2304,-0.5641,0.294,438,1106,0.402,35,0.00,6193,1794.08,0,0
184,1,4.1159,-0.3770,0.293,482,1269,0.400,40,0.00,6242,1998.70,0,0
185,1,1.3271,-0.3307,0.290,717,1870,0.398,50,0.00,6314,2777.21,0,0
186,1,0.5537,-0.4091,0.315,577,1469,0.396,40,0.00,6372,2435.12,0,0
187,1,2.7159,-0.2039,0.346,690,1830,0.394,50,0.00,6441,2745.08,0,0
188,1,-3.0702,-0.1678,0.283,523,1303,0.392,40,0.00,6494,2035.21,0,0
189,1,3.5001,0.0409,0.314,430,1076,0.390,35,0.00,6537,1786.09,0,0
190,1,-0.8326,0.1149,0.317,530,1309,0.388,40,0.00,6590,2173.60,0,0
191,1,-3.3913,0.0895,0.332,1118,2946,0.386,65,0.00,6702,4447.76,0,0
192,1,-0.1642,0.1008,0.293,535,1352,0.384,40,0.00,6756,2167.16,0,0
193,1,-1.2222,0.0700,0.359,501,1291,0.382,40,0.00,6807,2015.63,0,0
194,1,3.5826,0.1886,0.271,630,1597,0.380,45,0.00,6870,2618.90,0,0
195,1,-1.7460,0.1159,0.334,1690,4425,0.378,75,0.00,7039,6664.44,0,0
196,1,4.1420,0.1904,0.303,367,952,0.376,30,0.00,7076,1495.54,0,0
197,1,-1.5635,0.1360,0.292,451,1141,0.374,35,0.00,7122,1797.41,0,0
198,1,3.5237,0.2591,0.335,629,1721,0.373,50,0.00,7185,2532.65,0,0
199,1,8.4887,0.4317,0.269,692,1808,0.371,50,0.00,7255,2716.19,0,0
200,1,3.5508,0.5889,0.293,394,991,0.369,35,0.00,7295,1720.90,0,0
201,1,2.3467,0.5283,0.264,374,954,0.367,30,0.00,7333,1726.82,0,0
202,1,4.7833,0.7027,0.300,476,1202,0.365,35,0.00,7381,2026.91,0,0
203,1,4.0601,0.7321,0.315,536,1387,0.363,40,0.00,7435,2148.59,0,0
204,1,-0.0289,0.8020,0.306,447,1141,0.361,35,0.00,7480,1806.71,0,0
205,1,-5.3522,0.7276,0.290,104,266,0.360,10,0.00,7491,444.72,0,0
206,1,-0.5683,0.7907,0.252,457,1160,0.358,35,0.00,7537,1988.27,0,0
207,1,6.5500,0.9948,0.304,339,893,0.356,30,0.00,7571,1559.15,0,0
208,1,4.1300,1.0535,0.287,747,1943,0.354,50,0.00,7646,3058.19,0,0
209,1,-0.4222,0.9942,0.282,414,1208,0.353,40,0.00,7688,1611.91,0,0
210,1,1.4768,1.0973,0.338,442,1140,0.351,35,0.00,7733,1915.59,0,0
211,1,-2.3312,1.1524,0.262,443,1156,0.349,35,0.00,7778,1941.73,0,0
212,1,1.8366,1.2051,0.244,362,932,0.347,30,0.00,7815,1690.57,0,0
213,1,7.0211,1.4411,0.290,581,1568,0.346,45,0.00,7874,2485.76,0,0
214,1,5.3295,1.6215,0.285,648,1750,0.344,50,0.00,7939,2883.10,0,0
215,1,4.1653,1.7426,0.294,653,1715,0.342,45,0.00,8005,2806.21,0,0
216,1,1.3343,1.7723,0.296,442,1116,0.340,35,0.00,8050,2031.97,0,0
217,1,-2.3836,1.6671,0.320,246,613,0.339,25,0.00,8075,1126.61,0,0
218,1,4.9395,1.8210,0.314,662,1780,0.337,50,0.00,8142,2864.72,0,0
219,1,1.4888,1.9119,0.318,285,734,0.335,25,0.00,8171,1322.33,0,0
220,1,5.2179,1.9248,0.255,487,1264,0.334,40,0.00,8220,2138.11,0,0
221,1,2.5174,1.8775,0.342,409,1047,0.332,35,0.00,8261,1849.83,0,0
222,1,9.6224,2.0264,0.280,1286,3414,0.330,70,0.00,8390,5559.99,0,0
223,1,6.1865,2.0902,0.301,558,1417,0.329,40,0.00,8446,2359.63,0,0
224,1,5.8942,2.1591,0.303,445,1161,0.327,35,0.00,8491,1864.41,0,0
225,1,3.9547,2.1180,0.299,827,2141,0.325,55,0.00,8574,3473.64,0,0
226,1,3.3325,2.2812,0.299,500,1315,0.324,40,0.00,8624,2135.64,0,0
227,1,4.2922,2.4682,0.339,379,1009,0.322,35,0.00,8662,1680.60,0,0
228,1,0.1943,2.4629,0.294,474,1187,0.321,35,0.00,8710,2212.67,0,0
229,1,4.2951,2.4465,0.282,543,1333,0.319,40,0.00,8765,2428.60,0,0
230,1,5.1328,2.5304,0.250,421,1079,0.317,35,0.00,8808,1872.92,0,0
231,1,3.3170,2.5292,0.284,409,1046,0.316,35,0.00,8849,1831.82,0,0
232,1,6.3730,2.5889,0.239,777,2022,0.314,50,0.00,8927,3291.16,0,0
233,1,1.6003,2.4763,0.297,320,834,0.313,30,0.00,8959,1420.92,0,0
234,1,4.4569,2.4831,0.324,431,1108,0.311,35,0.00,9003,1969.89,0,0
235,1,-1.7381,2.4218,0.312,233,594,0.309,25,0.00,9027,1031.82,0,0
236,1,2.8071,2.4669,0.262,494,1283,0.308,40,0.00,9077,2195.75,0,0
237,1,8.0747,2.5741,0.287,828,2171,0.306,55,0.00,9160,3359.97,0,0
238,1,-5.7672,2.5201,0.262,293,746,0.305,25,0.00,9190,1121.35,0,0
239,1,0.2708,2.4556,0.224,326,852,0.303,30,0.00,9223,1374.23,0,0
240,1,1.7566,2.5073,0.266,1195,3088,0.302,65,0.00,9343,4992.85,0,0
241,1,-1.2586,2.5500,0.326,428,1089,0.300,35,0.00,9386,1941.89,0,0
242,1,8.0352,2.7140,0.287,528,1366,0.299,40,0.00,9439,2351.93,0,0
243,1,5.4159,2.8467,0.329,569,1487,0.297,45,0.00,9496,2462.39,0,0
244,1,3.4284,2.8437,0.278,1204,3226,0.296,65,0.00,9617,4800.61,0,0
245,1,-0.4246,2.8701,0.291,445,1109,0.294,35,0.00,9662,1847.02,0,0
246,1,3.2528,2.8523,0.228,655,1728,0.293,45,0.00,9728,2548.82,0,0
247,1,3.1125,2.9458,0.283,573,1480,0.291,45,0.00,9786,2325.59,0,0
248,1,3.1702,2.9388,0.228,371,969,0.290,30,0.00,9824,1566.22,0,0
249,1,1.6480,2.8019,0.245,399,1049,0.288,35,0.00,9864,1729.03,0,0
250,1,-1.4051,2.7028,0.320,683,1796,0.287,50,0.00,9933,2835.45,0,0
251,1,6.4857,2.7856,0.268,439,1109,0.286,35,0.00,9977,1843.03,0,0
252,1,2.2778,2.7355,0.205,385,1008,0.284,35,0.00,10016,1681.38,0,0
253,1,4.0094,2.7345,0.278,1007,2681,0.283,60,0.00,10117,4109.60,0,0
254,1,3.1012,2.7971,0.264,357,927,0.281,30,0.00,10153,1512.08,0,0
255,1,1.3282,2.9307,0.280,399,1054,0.280,35,0.00,10193,1662.48,0,0
256,1,3.6076,3.0142,0.205,348,930,0.279,30,0.00,10228,1520.09,0,0
257,1,5.4194,2.9916,0.262,686,1806,0.277,50,0.00,10297,2892.91,0,0
258,1,5.3517,3.0160,0.280,1227,3176,0.276,65,0.00,10420,5079.89,0,0
259,1,1.1785,3.0480,0.247,810,2114,0.274,55,0.00,10501,3502.99,0,0
260,1,2.0540,3.0596,0.284,569,1456,0.273,40,0.00,10558,2490.10,0,0
261,1,6.8769,3.2438,0.275,741,1917,0.272,50,0.00,10633,3129.44,0,0
262,1,0.1715,3.2105,0.265,520,1331,0.270,40,0.00,10685,2178.64,0,0
263,1,-0.6450,3.0571,0.226,930,2364,0.269,55,0.00,10778,3875.23,0,0
264,1,6.0031,3.0706,0.234,475,1200,0.268,35,0.00,10826,2089.81,0,0
265,1,3.3246,3.0538,0.270,363,971,0.266,35,0.00,10863,1621.40,0,0
266,1,5.9564,3.1462,0.179,435,1150,0.265,35,0.00,10907,1953.76,0,0
267,1,4.6614,3.2871,0.245,700,1868,0.264,50,0.00,10977,2951.58,0,0
268,1,1.0718,3.2098,0.246,647,1725,0.262,45,0.00,11042,2848.37,0,0
269,1,7.2792,3.3256,0.222,778,2041,0.261,50,0.00,11120,3306.18,0,0
270,1,3.9661,3.3006,0.222,425,1079,0.260,35,0.00,11163,1874.44,0,0
271,1,4.5794,3.3418,0.233,546,1413,0.258,40,0.00,11218,2261.58,0,0
272,1,-1.7782,3.1138,0.243,827,2151,0.257,55,0.00,11301,3457.02,0,0
273,1,2.9146,3.0483,0.266,562,1434,0.256,40,0.00,11358,2355.66,0,0
274,1,4.8808,3.0281,0.256,378,974,0.255,30,0.00,11396,1629.83,0,0
275,1,4.1558,3.0321,0.246,813,2140,0.253,55,0.00,11478,3323.18,0,0
276,1,4.3039,3.0515,0.285,359,925,0.252,30,0.00,11514,1533.37,0,0
277,1,5.0189,3.0661,0.306,502,1246,0.251,40,0.00,11565,2139.60,0,0
278,1,6.7383,3.1969,0.296,631,1635,0.249,45,0.00,11629,2675.64,0,0
279,1,4.0433,3.1919,0.269,545,1417,0.248,40,0.00,11684,2339.41,0,0
280,1,7.1648,3.2325,0.268,778,2068,0.247,55,0.00,11762,3256.56,0,0
281,1,4.4854,3.2559,0.238,516,1276,0.246,40,0.00,11814,2201.73,0,0
282,1,5.7094,3.2426,0.218,456,1156,0.245,35,0.00,11860,1981.15,0,0
283,1,3.9040,3.2887,0.270,1003,2626,0.243,60,0.00,11961,4157.86,0,0
284,1,4.0991,3.2816,0.226,402,1030,0.242,35,0.00,12002,1755.33,0,0
285,1,4.5996,3.4083,0.245,360,947,0.241,30,0.00,12038,1544.85,0,0
286,1,3.5028,3.4222,0.247,343,896,0.240,30,0.00,12073,1488.65,0,0
287,1,3.0300,3.3213,0.247,553,1397,0.238,40,0.00,12129,2299.41,0,0
288,1,7.0205,3.5771,0.250,730,1943,0.237,50,0.00,12202,3081.56,0,0
289,1,3.4203,3.6401,0.271,572,1532,0.236,45,0.00,12260,2442.83,0,0
290,1,9.6862,3.7987,0.246,599,1607,0.235,45,0.00,12320,2496.49,0,0
291,1,4.9725,3.9233,0.197,450,1169,0.234,35,0.00,12365,1976.16,0,0
292,1,6.5917,3.8944,0.266,744,1965,0.233,50,0.00,12440,3174.51,0,0
293,1,3.5117,3.8563,0.287,432,1110,0.231,35,0.00,12484,1899.05,0,0
294,1,9.3203,3.9742,0.239,1418,3743,0.230,70,0.00,12626,5903.30,0,0
295,1,5.8866,4.1004,0.237,364,948,0.229,30,0.00,12663,1626.35,0,0
296,1,5.3648,4.1426,0.259,600,1588,0.228,45,0.00,12723,2495.08,0,0
297,1,1.4630,4.1096,0.252,515,1334,0.227,40,0.00,12775,2190.37,0,0
298,1,5.3804,4.1539,0.295,804,2089,0.226,50,0.00,12856,3473.37,0,0
299,1,7.8783,4.2785,0.239,1523,4045,0.225,75,0.00,13009,6348.85,0,0
300,1,3.2619,4.3718,0.234,895,2368,0.223,55,0.00,13099,3995.78,0,0
301,1,4.5521,4.3331,0.283,421,1102,0.222,35,0.00,13142,1876.41,0,0
302,1,0.5796,4.2992,0.261,450,1149,0.221,35,0.00,13187,1834.48,0,0
303,1,11.2407,4.4438,0.238,1171,3096,0.220,65,0.00,13305,4922.83,0,0
304,1,2.6766,4.4353,0.244,747,1962,0.219,50,0.00,13380,3024.01,0,0
305,1,5.5582,4.5199,0.244,638,1708,0.218,45,0.00,13444,2600.26,0,0
